ASV_ID,Kingdom,Phylum,Class,Order,Family,Genus
ASV_15984,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfuricurvum
ASV_15988,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas
ASV_1599,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas
ASV_15990,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus
ASV_15991,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
ASV_15992,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ASV_16,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
ASV_160,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
ASV_1600,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae_R-7_group
ASV_16006,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azorhizophilus
ASV_16035,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV_16042,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rugamonas
ASV_16060,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage
ASV_16064,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Synechococcus_MBIC10613
ASV_16065,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,endosymbionts8
ASV_16068,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus
ASV_1607,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aminobacter
ASV_16074,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Lishizhenia
ASV_16077,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium
ASV_16078,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,endosymbionts8
ASV_16079,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azorhizophilus
ASV_16080,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
ASV_16083,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
ASV_16087,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
ASV_16090,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Arsenicibacter
ASV_16091,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Runella
ASV_16099,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfomicrobiaceae,Desulfoplanes
ASV_161,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leifsonia
ASV_16100,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Salinivirgaceae,Salinivirga
ASV_16109,Bacteria,Acidobacteria,Subgroup_6,Unknown_Order,Unknown_Family,Luteitalea
ASV_16110,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA
ASV_16111,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,NA
ASV_16113,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV_1612,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Dietziaceae,Dietzia
ASV_16121,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA
ASV_16122,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,NA
ASV_16134,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA
ASV_16141,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,NA
ASV_16143,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella
ASV_16147,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas
ASV_16148,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Variovorax
ASV_1615,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA
ASV_16155,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_16159,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_1616,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium
ASV_16163,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA
ASV_16165,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_16169,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,NA
ASV_1617,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,Holospora
ASV_16175,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_16178,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA
ASV_16179,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_1618,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Janibacter
ASV_16181,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Aneurinibacillus
ASV_16182,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
ASV_16184,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV_162,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium
ASV_16205,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,NA,NA
ASV_16206,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,NA
ASV_16218,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriales_Incertae_Sedis,NA
ASV_16222,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV_16229,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter
ASV_1623,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
ASV_16230,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_16233,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA
ASV_16235,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
ASV_1624,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus
ASV_16242,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_16250,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,NA
ASV_16254,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Citreitalea
ASV_1626,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
ASV_16262,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA
ASV_16263,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Stomatobaculum
ASV_16267,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA
ASV_16268,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Centipeda
ASV_16269,Bacteria,Acidobacteria,Blastocatellia_(Subgroup_4),Blastocatellales,Blastocatellaceae,Aridibacter
ASV_1627,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,NA
ASV_16280,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_163,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leifsonia
ASV_16300,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
ASV_16309,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriales_Incertae_Sedis,NA
ASV_16310,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rugamonas
ASV_16326,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
ASV_16329,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Citreitalea
ASV_1633,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium
ASV_16330,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,NA
ASV_16334,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas
ASV_16348,Bacteria,Firmicutes,Bacilli,Bacillales,NA,NA
ASV_1635,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV_16350,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,NA
ASV_16352,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV_16360,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
ASV_16363,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_16378,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_1638,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga
ASV_16384,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
ASV_16386,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,NA,NA
ASV_164,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ASV_16403,Bacteria,Cyanobacteria,Oxyphotobacteria,Phormidesmiales,Nodosilineaceae,Nodosilinea_PCC-7104
ASV_16404,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NA,NA
ASV_16418,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage
ASV_16422,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Acaricomes
ASV_16423,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus
ASV_16435,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_16438,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_16442,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter
ASV_16447,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA
ASV_16465,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Wohlfahrtiimonadaceae,Ignatzschineria
ASV_16466,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA
ASV_16482,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,NA
ASV_16483,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,NA,NA
ASV_1649,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Family_III,Thermoanaerobacterium
ASV_16491,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV_16493,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
ASV_165,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea
ASV_16501,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV_16513,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
ASV_1652,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium
ASV_16523,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,NA
ASV_16525,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,NA,NA
ASV_16527,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Marinospirillum
ASV_1653,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
ASV_16532,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,NA
ASV_16534,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,NA
ASV_16537,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,NA
ASV_1654,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
ASV_16546,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV_1655,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Rheinheimera
ASV_16556,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,S5-A14a
ASV_16558,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
ASV_16561,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
ASV_16562,Bacteria,Firmicutes,NA,NA,NA,NA
ASV_16566,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV_16569,Bacteria,Cyanobacteria,Oxyphotobacteria,NA,NA,NA
ASV_1657,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV_16571,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV_16573,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,NA
ASV_16575,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_16578,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
ASV_1658,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV_16583,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
ASV_16589,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
ASV_166,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella
ASV_1661,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga
ASV_1662,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_1
ASV_16628,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV_1664,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
ASV_16648,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV_16665,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
ASV_16668,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Neiella
ASV_16673,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV_16676,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,NA
ASV_16685,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7
ASV_1669,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
ASV_16695,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,NA
ASV_16698,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,NA
ASV_167,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
ASV_1670,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,NA
ASV_16707,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
ASV_1671,Eukaryota,NA,NA,NA,NA,NA
ASV_16710,Bacteria,Thermotogae,Thermotogae,Thermotogales,Fervidobacteriaceae,Fervidobacterium
ASV_1672,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NA
ASV_16721,Bacteria,Acidobacteria,Blastocatellia_(Subgroup_4),Blastocatellales,Blastocatellaceae,Blastocatella
ASV_1673,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia
ASV_1674,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Paeniclostridium
ASV_16741,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Cephaloticoccus
ASV_16748,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Kinneretia
ASV_1675,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_16754,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_16762,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,NA
ASV_16763,Bacteria,Bacteroidetes,Ignavibacteria,OPB56,NA,NA
ASV_16772,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Flectobacillus
ASV_16774,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
ASV_1678,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas
ASV_16781,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
ASV_16782,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,NA
ASV_16783,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira
ASV_16790,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rugamonas
ASV_16791,Bacteria,Firmicutes,NA,NA,NA,NA
ASV_16792,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerosphaera
ASV_16828,Bacteria,NA,NA,NA,NA,NA
ASV_16833,Bacteria,Acidobacteria,Blastocatellia_(Subgroup_4),Nov/24,NA,NA
ASV_16834,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA
ASV_16856,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella
ASV_16857,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Saccharococcus
ASV_16859,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_16860,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_16863,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_16864,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,NA
ASV_16865,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas
ASV_16868,Eukaryota,NA,NA,NA,NA,NA
ASV_1687,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium
ASV_16873,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA
ASV_16874,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga
ASV_16878,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azorhizophilus
ASV_16883,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
ASV_16884,Bacteria,NA,NA,NA,NA,NA
ASV_16887,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV_16888,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
